"segmento";"nome";"id";"pregao";"site";"ticker";"ano";"ativo";"pl";"rec_liq";"lucro_bruto";"lucro_liq";"EBIT";"deprec_amort";"EBITDA";"margem_liq";"div_curto_prazo";"div_longo_prazo";"caixa";"div_liq";"div_total";"size";"leverage";"EBIT.rate";"ROA";"ROE";"GAO";"main.sector";"sector.activity";"sub.sector";"listagem";"ibovespa"
"Calçados";"VULCABRAS S.A.";11762;"VULCABRAS";"www.vulcabrasazaleiari.com.br";"VULC3";2017;1120485;784573;1263082;482363;188939;240693;55835;296528;14,96;84474;10325;102243;-0,03;94799;13,9292721852527;0,08;0,19;0,26;0,24;0,5;"Consumo Cíclico";"Têxtil e Vestuário";"Tecidos. Vestuário e Calçados";"Novo Mercado";FALSE
"Calçados";"VULCABRAS S.A.";11762;"VULCABRAS";"www.vulcabrasazaleiari.com.br";"VULC3";2018;1326773;941462;1248963;448603;152114;159780;58233;218013;12,18;22878;37128;68626;-0,04;60006;14,0982602361344;0,05;0,13;0,16;0,16;0,36;"Consumo Cíclico";"Têxtil e Vestuário";"Tecidos. Vestuário e Calçados";"Novo Mercado";FALSE
"Calçados";"VULCABRAS S.A.";11762;"VULCABRAS";"www.vulcabrasazaleiari.com.br";"VULC3";2019;1355158;1087428;1359985;471801;143080;141764;80681;222445;10,52;3264;39789;62164;-0,09;43053;14,1194286106641;0,03;0,1;0,16;0,13;0,3;"Consumo Cíclico";"Têxtil e Vestuário";"Tecidos. Vestuário e Calçados";"Novo Mercado";FALSE
"Calçados";"VULCABRAS S.A.";11762;"VULCABRAS";"www.vulcabrasazaleiari.com.br";"VULC3";2020;1679254;1125394;1179227;348182;31554;36296;75948;112244;2,68;127894;183735;239501;0,64;311629;14,3338602051421;0,19;0,03;0,07;0,03;0,1;"Consumo Cíclico";"Têxtil e Vestuário";"Tecidos. Vestuário e Calçados";"Novo Mercado";FALSE
"Carnes e Derivados";"BRF S.A.";16292;"BRF SA";"www.brf-br.com";"BRFS3";2012;30772248;14576040;28517383;6453820;820667;1388915;966666;2355581;2,88;2440782;7077539;2552601;2,96;9518321;17,2421238028032;0,31;0,05;0,08;0,06;0,22;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"BRF S.A.";16292;"BRF SA";"www.brf-br.com";"BRFS3";2013;32374569;14696154;30521246;7568101;1066837;1959648;1176086;3135734;3,5;2696594;7484596;3587283;2,1;10181190;17,292883765154;0,31;0,06;0,1;0,07;0,26;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"BRF S.A.";16292;"BRF SA";"www.brf-br.com";"BRFS3";2014;36103735;15689943;29006843;8509413;2224877;3478319;1230418;4708737;7,67;2738903;8850432;6594422;1,06;11589335;17,4019068805551;0,32;0,12;0,13;0,14;0,41;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"BRF S.A.";16292;"BRF SA";"www.brf-br.com";"BRFS3";2015;40388014;13835853;32196601;10088909;3130858;4228410;1316680;5545090;9,72;2628179;12551104;6097601;1,64;15179283;17,5140436157439;0,38;0,13;0,14;0,23;0,42;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"BRF S.A.";16292;"BRF SA";"www.brf-br.com";"BRFS3";2016;42944936;12219353;33732866;7526419;0;1815174;1602841;3418015;0;3245004;15717376;6979204;3,51;18962380;17,5754292949031;0,44;0,05;0,08;0;0,24;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"BRF S.A.";16292;"BRF SA";"www.brf-br.com";"BRFS3";2017;45228481;11712782;33469352;6904006;0;736078;1918016;2654094;0;5031351;15413027;6239259;5,35;20444378;17,6272375569856;0,45;0,02;0,06;0;0,11;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"BRF S.A.";16292;"BRF SA";"www.brf-br.com";"BRFS3";2018;42382377;7531777;30188421;4867668;0;0;1747201;1747201;0;4547389;17618055;5376597;9,61;22165444;17,5622431970088;0,52;0;0,04;0;0;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"BRF S.A.";16292;"BRF SA";"www.brf-br.com";"BRFS3";2019;41700631;8148349;33446980;8076938;297452;2952773;2301278;5254051;0,89;3132029;15488250;4655967;2,66;18620279;17,546026818549;0,45;0,09;0,13;0,04;0,37;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"BRF S.A.";16292;"BRF SA";"www.brf-br.com";"BRFS3";2020;49664906;8813534;39469700;9470878;1390069;2846793;2394378;5241171;3,52;1059984;21344442;7890783;2,77;22404426;17,7208091249488;0,45;0,07;0,11;0,16;0,3;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"EXCELSIOR ALIMENTOS SA.";1570;"EXCELSIOR";"www.excelsior.ind.br";"BAUH3;BAUH4";2012;39625;8231;95813;28058;4109;7936;501;8437;4,29;7643;0;956;0,79;7643;10,5872155111796;0,19;0,08;0,21;0,5;0,28;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Carnes e Derivados";"EXCELSIOR ALIMENTOS SA.";1570;"EXCELSIOR";"www.excelsior.ind.br";"BAUH3;BAUH4";2013;43318;16959;117288;37781;9650;15784;830;16614;8,23;0;0;2907;-0,17;0;10,6763235319974;0;0,13;0,38;0,57;0,42;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Carnes e Derivados";"EXCELSIOR ALIMENTOS SA.";1570;"EXCELSIOR";"www.excelsior.ind.br";"BAUH3;BAUH4";2014;49291;24228;121758;37491;9533;14001;1152;15153;7,83;79;0;12326;-0,81;79;10,8054967875845;0;0,11;0,31;0,39;0,37;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Carnes e Derivados";"EXCELSIOR ALIMENTOS SA.";1570;"EXCELSIOR";"www.excelsior.ind.br";"BAUH3;BAUH4";2015;54922;28437;113799;33807;5521;7239;1496;8735;4,85;237;0;6351;-0,7;237;10,9136692758248;0;0,06;0,16;0,19;0,21;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Carnes e Derivados";"EXCELSIOR ALIMENTOS SA.";1570;"EXCELSIOR";"www.excelsior.ind.br";"BAUH3;BAUH4";2016;69969;34300;134019;39798;7689;11474;2805;14279;5,74;192;395;12187;-0,81;587;11,1558075657985;0,01;0,09;0,2;0,22;0,29;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Carnes e Derivados";"EXCELSIOR ALIMENTOS SA.";1570;"EXCELSIOR";"www.excelsior.ind.br";"BAUH3;BAUH4";2017;81103;41483;163050;42701;9421;14026;3048;17074;5,78;192;205;14251;-0,81;397;11,303475230788;0;0,09;0,21;0,23;0,33;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Carnes e Derivados";"EXCELSIOR ALIMENTOS SA.";1570;"EXCELSIOR";"www.excelsior.ind.br";"BAUH3;BAUH4";2018;89611;49147;173867;45506;10051;14623;3321;17944;5,78;191;16;24300;-1,34;207;11,4032333592848;0;0,08;0,2;0,2;0,32;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Carnes e Derivados";"EXCELSIOR ALIMENTOS SA.";1570;"EXCELSIOR";"www.excelsior.ind.br";"BAUH3;BAUH4";2019;121104;71747;180154;45526;26858;15985;4499;20484;14,91;16;0;35377;-1,73;16;11,7044049595489;0;0,09;0,17;0,37;0,35;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Carnes e Derivados";"EXCELSIOR ALIMENTOS SA.";1570;"EXCELSIOR";"www.excelsior.ind.br";"BAUH3;BAUH4";2020;148894;91838;190859;44400;23435;24745;4068;28813;12,28;0;0;25205;-0,87;0;11,9109899223599;0;0,13;0,19;0,26;0,56;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Carnes e Derivados";"JBS SA";20575;"JBS";"www.jbs.com.br";"JBSS3";2012;49756193;21433306;75696710;8689824;762890;2720529;1613710;4334239;1,01;6098898;14390046;5383087;3,49;20488944;17,7226454962336;0,41;0,04;0,09;0,04;0,31;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"JBS SA";20575;"JBS";"www.jbs.com.br";"JBSS3";2013;68670221;23133254;92902798;11846710;1118325;4155326;2038817;6194143;1,2;9430892;23330449;9013147;3,83;32761341;18,0448261988821;0,48;0,04;0,09;0,05;0,35;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"JBS SA";20575;"JBS";"www.jbs.com.br";"JBSS3";2014;82315588;25873030;120469719;18673372;2406427;7829443;2546777;10376220;2;13686975;26392165;14910427;2,43;40079140;18,2260710523298;0,49;0,06;0,13;0,09;0,42;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"JBS SA";20575;"JBS";"www.jbs.com.br";"JBSS3";2015;122502967;29621378;162914526;22590313;5128647;9179297;3692830;12872127;3,15;20906613;44976113;18843988;3,65;65882726;18,6236458080639;0,54;0,06;0,11;0,17;0,41;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"JBS SA";20575;"JBS";"www.jbs.com.br";"JBSS3";2016;102815763;24914627;170380526;21313826;707498;6747689;4500595;11248284;0,42;18148818;38111596;9355622;4,17;56260414;18,4484492358064;0,55;0,04;0,11;0,03;0,32;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"JBS SA";20575;"JBS";"www.jbs.com.br";"JBSS3";2017;108695951;26140668;163169981;23772232;1025469;6747082;4471669;11218751;0,63;13526051;43498600;11741308;4,04;57024651;18,5040651020876;0,52;0,04;0,1;0,04;0,28;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"JBS SA";20575;"JBS";"www.jbs.com.br";"JBSS3";2018;114145831;27946209;181680244;26340190;210116;7183862;4804977;11988839;0,12;2922635;53230893;8935779;3,94;56153528;18,5529874081531;0,49;0,04;0,11;0,01;0,27;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"JBS SA";20575;"JBS";"www.jbs.com.br";"JBSS3";2019;126339387;32482049;204523575;31946351;6464854;13482879;6313062;19795941;3,16;2078899;50949144;10033967;2,17;53028043;18,6544823914364;0,42;0,07;0,16;0,2;0,42;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"JBS SA";20575;"JBS";"www.jbs.com.br";"JBSS3";2020;163801806;43544189;270204212;45218323;4654949;20503095;7837405;28340500;1,72;4562101;61344604;19679743;1,63;65906705;18,9141677549635;0,4;0,08;0,17;0,11;0,45;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"MARFRIG GLOBAL FOODS SA";20788;"MARFRIG";"www.marfrig.com.br";"MRFG3";2012;25589454;4305092;23726394;3559160;0;1161626;815129;1976755;0;3741780;8786467;3178194;4,73;12528247;17,0576908714488;0,49;0,05;0,08;0;0,33;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"MARFRIG GLOBAL FOODS SA";20788;"MARFRIG";"www.marfrig.com.br";"MRFG3";2013;17827564;3119022;18752376;2309674;0;866754;505369;1372123;0;1172905;7919618;1811536;5,31;9092523;16,6962563568375;0,51;0,05;0,08;0;0,38;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"MARFRIG GLOBAL FOODS SA";20788;"MARFRIG";"www.marfrig.com.br";"MRFG3";2014;20185908;2071725;21073322;2665170;0;1084453;583651;1668104;0;1730048;9470851;2658797;5,12;11200899;16,8204952951564;0,55;0,05;0,08;0;0,41;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"MARFRIG GLOBAL FOODS SA";20788;"MARFRIG";"www.marfrig.com.br";"MRFG3";2015;20915949;843632;18891833;2302164;0;1278111;432874;1710985;0;2047384;10136409;5004210;4,2;12183793;16,8560225359625;0,58;0,07;0,08;0;0,56;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"MARFRIG GLOBAL FOODS SA";20788;"MARFRIG";"www.marfrig.com.br";"MRFG3";2016;20258803;1100802;19333453;2176080;0;1013170;464769;1477939;0;1466538;9722359;5278641;4;11188897;16,8240999731046;0,55;0,05;0,07;0;0,47;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"MARFRIG GLOBAL FOODS SA";20788;"MARFRIG";"www.marfrig.com.br";"MRFG3";2017;21301799;2634710;18577873;2222523;0;1112353;453705;1566058;0;1858127;10600853;4402353;5,14;12458980;16,874302087207;0,58;0,06;0,07;0;0,5;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"MARFRIG GLOBAL FOODS SA";20788;"MARFRIG";"www.marfrig.com.br";"MRFG3";2018;26504272;4011557;29715176;3842285;2153970;422081;653165;1075246;7,25;3668664;11569997;7191706;7,48;15238661;17,0928164855111;0,57;0,01;0,04;0,54;0,11;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"MARFRIG GLOBAL FOODS SA";20788;"MARFRIG";"www.marfrig.com.br";"MRFG3";2019;31572021;1776341;48761057;6383936;1582239;3412353;1197515;4609868;3,24;4725537;17514576;8410113;3;22240113;17,2677818749565;0,7;0,07;0,15;0,89;0,53;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"MARFRIG GLOBAL FOODS SA";20788;"MARFRIG";"www.marfrig.com.br";"MRFG3";2020;39507441;3514063;67481532;11721581;4530852;7853862;1393607;9247469;6,71;6727521;20772056;11757449;1,7;27499577;17,491999591877;0,7;0,12;0,23;1,29;0,67;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"MINERVA S/A";20931;"MINERVA";"www.minervafoods.com/ri";"BEEF3";2012;4367073;754307;4379891;915675;0;418428;51013;469441;0;533110;2133154;1288754;2,93;2666264;15,2896035486092;0,61;0,1;0,11;0;0,46;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"MINERVA S/A";20931;"MINERVA";"www.minervafoods.com/ri";"BEEF3";2013;4978136;443628;5456566;1125856;0;459517;57717;517234;0;515533;2913726;1563849;3,61;3429259;15,4205660817454;0,69;0,08;0,1;0;0,41;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"MINERVA S/A";20931;"MINERVA";"www.minervafoods.com/ri";"BEEF3";2014;7224461;480553;6987230;1353575;0;593553;59330;652883;0;723956;4602087;2474380;4,37;5326043;15,7929831871038;0,74;0,08;0,09;0;0,44;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"MINERVA S/A";20931;"MINERVA";"www.minervafoods.com/ri";"BEEF3";2015;8312048;0;9524797;1922858;0;921752;74776;996528;0;1546514;5461453;2749928;4,27;7007967;15,933216586528;0,84;0,1;0,12;NA;0,48;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"MINERVA S/A";20931;"MINERVA";"www.minervafoods.com/ri";"BEEF3";2016;8959148;522067;9648670;1885342;195035;886986;80367;967353;2,02;1397051;5430652;3397870;3,55;6827703;16,0081856911441;0,76;0,09;0,11;0,37;0,47;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"MINERVA S/A";20931;"MINERVA";"www.minervafoods.com/ri";"BEEF3";2017;11905325;71077;12103789;2237053;0;989541;145020;1134561;0;2187470;7419538;3807342;5,11;9607008;16,2924963369845;0,81;0,08;0,1;0;0,44;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"MINERVA S/A";20931;"MINERVA";"www.minervafoods.com/ri";"BEEF3";2018;12824421;0;16214909;2848293;0;674512;221732;896244;0;3644273;6823301;4396985;6,77;10467574;16,3668618018032;0,82;0,04;0,07;NA;0,24;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"MINERVA S/A";20931;"MINERVA";"www.minervafoods.com/ri";"BEEF3";2019;13233737;0;17122825;3292561;16157;1462082;263994;1726076;0,09;2867602;7610124;4469687;3,48;10477726;16,3982799603024;0,79;0,09;0,13;Inf;0,44;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"MINERVA S/A";20931;"MINERVA";"www.minervafoods.com/ri";"BEEF3";2020;16923251;840072;19406344;3834923;697092;1793773;308662;2102435;3,59;2199564;9372474;6391429;2,46;11572038;16,6441990331658;0,68;0,09;0,12;0,83;0,47;"Consumo não Cíclico";"Alimentos";"Alimentos Processados";"Novo Mercado";TRUE
"Carnes e Derivados";"MINUPAR PARTICIPACOES SA";13765;"MINUPAR";"www.minupar.com.br";"MNPR3";2012;280032;0;300631;17171;0;0;6295;6295;0;15275;9701;345;3,91;24976;12,5426591613356;0,09;0;0,02;NA;0;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Carnes e Derivados";"MINUPAR PARTICIPACOES SA";13765;"MINUPAR";"www.minupar.com.br";"MNPR3";2013;213192;0;225096;41854;0;8903;6891;15794;0;10609;9371;477;1,23;19980;12,2699484471176;0,09;0,04;0,07;NA;0,21;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Carnes e Derivados";"MINUPAR PARTICIPACOES SA";13765;"MINUPAR";"www.minupar.com.br";"MNPR3";2014;202797;0;187170;40311;0;34312;7268;41580;0;6160;9772;278;0,38;15932;12,2199607576903;0,08;0,18;0,21;NA;0,85;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Carnes e Derivados";"MINUPAR PARTICIPACOES SA";13765;"MINUPAR";"www.minupar.com.br";"MNPR3";2015;214986;0;207304;46740;0;21894;7283;29177;0;1896;2704;274;0,15;4600;12,2783281887106;0,02;0,11;0,14;NA;0,47;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Carnes e Derivados";"MINUPAR PARTICIPACOES SA";13765;"MINUPAR";"www.minupar.com.br";"MNPR3";2016;208152;0;196298;36907;0;23410;7271;30681;0;229;2016;612;0,05;2245;12,2460238610324;0,01;0,12;0,15;NA;0,63;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Carnes e Derivados";"MINUPAR PARTICIPACOES SA";13765;"MINUPAR";"www.minupar.com.br";"MNPR3";2017;171925;0;190423;35800;0;5217;6336;11553;0;156;1317;237;0,11;1473;12,054813614188;0,01;0,03;0,07;NA;0,15;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Carnes e Derivados";"MINUPAR PARTICIPACOES SA";13765;"MINUPAR";"www.minupar.com.br";"MNPR3";2018;183905;0;199562;44745;0;9649;6016;15665;0;229;468;244;0,03;697;12,1221745989123;0;0,05;0,09;NA;0,22;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Carnes e Derivados";"MINUPAR PARTICIPACOES SA";13765;"MINUPAR";"www.minupar.com.br";"MNPR3";2019;199872;0;235584;66838;0;33284;6001;39285;0;90;387;283;0;477;12,2054324406428;0;0,14;0,2;NA;0,5;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Carnes e Derivados";"MINUPAR PARTICIPACOES SA";13765;"MINUPAR";"www.minupar.com.br";"MNPR3";2020;244123;0;259813;73457;16573;37873;6410;44283;6,38;93;312;137;0,01;405;12,4054274756211;0;0,15;0,18;Inf;0,52;"Consumo não Cíclico";"Emp. Adm. Part. - Alimentos";"Alimentos Processados";"Tradicional";FALSE
"Cervejas e Refrigerantes";"AMBEV S.A.";23264;"AMBEV S/A";"http://ri.ambev.com.br";"ABEV3";2013;68674019;43997398;34791391;23393590;11354070;15375110;2092206;17467316;32,63;1040603;1853452;11574437;-0,5;2894055;18,0448815051694;0,04;0,44;0,25;0,26;0,66;"Consumo não Cíclico";"Bebidas e Fumo";"Bebidas";"Tradicional";TRUE
"Cervejas e Refrigerantes";"AMBEV S.A.";23264;"AMBEV S/A";"http://ri.ambev.com.br";"ABEV3";2014;72143203;43644669;38079786;25265198;12362019;15843981;2392508;18236489;32,46;988056;1634567;10435025;-0,43;2622623;18,0941636322322;0,04;0,42;0,25;0,28;0,63;"Consumo não Cíclico";"Bebidas e Fumo";"Bebidas";"Tradicional";TRUE
"Cervejas e Refrigerantes";"AMBEV S.A.";23264;"AMBEV S/A";"http://ri.ambev.com.br";"ABEV3";2015;90176234;50333633;46720141;30658770;12879141;18781592;3074620;21856212;27,57;1282573;2316903;13835267;-0,47;3599476;18,3172764691626;0,04;0,4;0,24;0,26;0,61;"Consumo não Cíclico";"Bebidas e Fumo";"Bebidas";"Tradicional";TRUE
"Cervejas e Refrigerantes";"AMBEV S.A.";23264;"AMBEV S/A";"http://ri.ambev.com.br";"ABEV3";2016;83841418;46651273;45602561;28924602;13083397;17100375;3512005;20612380;28,69;3630604;1765706;8159620;-0,13;5396310;18,2444376915619;0,06;0,37;0,25;0,28;0,59;"Consumo não Cíclico";"Bebidas e Fumo";"Bebidas";"Tradicional";TRUE
"Cervejas e Refrigerantes";"AMBEV S.A.";23264;"AMBEV S/A";"http://ri.ambev.com.br";"ABEV3";2017;86851989;47982855;47899276;29857498;7850504;16423698;3612083;20035781;16,39;1321122;1231928;10366410;-0,39;2553050;18,2797159519436;0,03;0,34;0,23;0,16;0,55;"Consumo não Cíclico";"Bebidas e Fumo";"Bebidas";"Tradicional";TRUE
"Cervejas e Refrigerantes";"AMBEV S.A.";23264;"AMBEV S/A";"http://ri.ambev.com.br";"ABEV3";2018;94126138;57547424;50231336;30961709;11377427;16990457;4023054;21013511;22,65;1560630;862138;11476889;-0,43;2422768;18,3601463343167;0,03;0,34;0,22;0,2;0,55;"Consumo não Cíclico";"Bebidas e Fumo";"Bebidas";"Tradicional";TRUE
"Cervejas e Refrigerantes";"AMBEV S.A.";23264;"AMBEV S/A";"http://ri.ambev.com.br";"ABEV3";2019;101742944;62556005;52599709;30921550;12188332;16052572;4675228;20727800;23,17;653149;2409655;11915224;-0,43;3062804;18,4379600334451;0,03;0,31;0,2;0,19;0,52;"Consumo não Cíclico";"Bebidas e Fumo";"Bebidas";"Tradicional";TRUE
"Cervejas e Refrigerantes";"AMBEV S.A.";23264;"AMBEV S/A";"http://ri.ambev.com.br";"ABEV3";2020;125196579;75151124;58378995;31312896;11731909;15928890;5167350;21096240;20,1;2738773;2053455;18790363;-0,66;4792228;18,6453956919758;0,04;0,27;0,17;0,16;0,51;"Consumo não Cíclico";"Bebidas e Fumo";"Bebidas";"Tradicional";TRUE
"Computadores e Equipamentos";"INTELBRAS S.A.";25453;"INTELBRAS";NA;"INTB3";2019;1601525;724859;1697956;593146;189393;183929;18682;202611;11,15;41293;225416;402769;-0,67;266709;14,2864668582748;0,17;0,11;0,13;0,26;0,31;"Tecnologia da Informação";"Comércio (Atacado e Varejo)";"Computadores e Equipamentos";"Novo Mercado";FALSE
"Computadores e Equipamentos";"INTELBRAS S.A.";25453;"INTELBRAS";NA;"INTB3";2020;2442150;976230;2134376;700834;327956;386374;23411;409785;15,37;151575;349952;754144;-0,62;501527;14,7083893568278;0,21;0,18;0,17;0,34;0,55;"Tecnologia da Informação";"Comércio (Atacado e Varejo)";"Computadores e Equipamentos";"Novo Mercado";FALSE
"Computadores e Equipamentos";"MULTILASER INDUSTRIAL S.A.";26034;"MULTILASER";"https://www.multilaser.com.br/";"MLAS3";2020;4687365;1524055;3077116;1110663;444302;524842;23641;548483;14,44;232282;473464;452453;0,46;705746;15,3603811488461;0,15;0,17;0,12;0,29;0,47;"Tecnologia da Informação";"Comunicação e Informática";"Computadores e Equipamentos";"Novo Mercado";FALSE
"Computadores e Equipamentos";"POSITIVO TECNOLOGIA S.A.";20362;"POSITIVO TEC";"www.positivoinformatica.com.br/ri";"POSI3";2012;1815432;640032;2195474;539771;30190;62277;36518;98795;1,38;399511;79627;116020;3,68;479138;14,4118340138886;0,26;0,03;0,05;0,05;0,12;"Tecnologia da Informação";"Comunicação e Informática";"Computadores e Equipamentos";"Novo Mercado";FALSE
